order_id,shipping_date,delivery_date,courier_name,shipping_status
1133,2024-08-27,,DTDC,In Transit
1134,2023-04-05,2023-04-11,Ecom Express,Delivered
1135,2024-07-12,,Blue Dart,In Transit
1136,,,Blue Dart,Pending
1137,2023-06-16,2023-06-23,DTDC,Delivered
1138,2024-08-27,2024-09-03,Ecom Express,Delivered
1139,,,XpressBees,Pending
1140,2024-10-17,2024-10-21,Ekart,Delivered
1141,,,Delhivery,Pending
1142,2024-09-03,2024-09-06,Ekart,Delivered
1143,2023-12-21,,XpressBees,In Transit
1144,2025-03-01,2025-03-04,Ecom Express,Delivered
1145,2024-08-28,2024-08-31,Blue Dart,Delivered
1146,2024-02-09,2024-02-15,DTDC,Delivered
1147,2023-02-22,2023-02-25,DTDC,Delivered
1148,2024-02-05,2024-02-10,DTDC,Delivered
1149,2024-10-06,2024-10-13,Ecom Express,Delivered
1150,2024-09-10,2024-09-14,Delhivery,Delivered
1151,2024-08-18,2024-08-20,Delhivery,Delivered
1152,2023-01-13,2023-01-19,DTDC,Delivered
1153,2023-10-03,2023-10-05,Ekart,Delivered
1154,2024-01-06,2024-01-10,Ecom Express,Delivered
1155,2025-02-17,2025-02-21,XpressBees,Delivered
1156,2023-08-16,2023-08-20,Blue Dart,Delivered
1157,2024-08-22,2024-08-27,Ecom Express,Delivered
1158,2024-07-30,2024-08-06,Ecom Express,Delivered
1159,2024-07-21,2024-07-23,Delhivery,Delivered
1160,2024-08-07,,Delhivery,In Transit
1161,2025-05-01,,Ecom Express,In Transit
1162,2023-11-24,2023-11-28,XpressBees,Delivered
1163,,,Delhivery,Pending
1164,,,Ecom Express,Pending
1165,2024-07-02,2024-07-04,XpressBees,Delivered
1166,2024-12-31,2025-01-06,Ekart,Delivered
1167,2024-04-30,2024-05-02,Blue Dart,Delivered
1168,2025-01-18,,Delhivery,In Transit
1169,2024-01-27,2024-01-31,Delhivery,Delivered
1170,2023-04-23,2023-04-27,Delhivery,Delivered
1171,2023-12-19,2023-12-25,Delhivery,Delivered
1172,2023-02-03,2023-02-08,Delhivery,Delivered
1173,2023-05-11,2023-05-17,XpressBees,Delivered
1174,2025-04-19,2025-04-24,DTDC,Delivered
1175,2023-09-03,,DTDC,In Transit
1176,2024-12-06,,DTDC,In Transit
1177,,,Ekart,Pending
1178,2024-06-09,2024-06-16,Ecom Express,Delivered
1179,2023-09-11,2023-09-13,Delhivery,Delivered
1180,2024-08-23,2024-08-28,Delhivery,Delivered
1181,2025-03-15,,XpressBees,In Transit
1182,2023-05-26,,Ecom Express,In Transit
1183,2023-01-05,2023-01-08,Blue Dart,Delivered
1184,2023-04-22,2023-04-24,Blue Dart,Delivered
1185,2024-04-19,2024-04-24,Ekart,Delivered
1186,2023-09-17,2023-09-22,XpressBees,Delivered
1187,2024-12-15,2024-12-18,DTDC,Delivered
1188,2025-03-17,,Blue Dart,In Transit
1189,2025-04-07,2025-04-09,Ecom Express,Delivered
1190,,,Delhivery,Pending
1191,2024-11-18,2024-11-25,Ekart,Delivered
1192,2024-04-23,2024-04-30,XpressBees,Delivered
1193,,,DTDC,Pending
1194,2025-03-31,2025-04-06,XpressBees,Delivered
1195,2024-07-24,2024-07-27,Ecom Express,Delivered
1196,2023-05-24,2023-05-28,Ecom Express,Delivered
1197,2023-05-01,2023-05-03,XpressBees,Delivered
1198,2025-03-18,,Ecom Express,In Transit
1199,2024-12-25,2024-12-28,Delhivery,Delivered
1200,2023-02-15,,Blue Dart,In Transit
1201,2023-10-16,,Delhivery,In Transit
1202,2024-02-29,2024-03-04,Delhivery,Delivered
1203,2023-09-12,2023-09-14,Delhivery,Delivered
1204,2024-10-09,2024-10-12,Ekart,Delivered
1205,2024-12-29,,Ecom Express,In Transit
1206,,,DTDC,Pending
1207,2023-06-12,2023-06-19,Blue Dart,Delivered
1208,2025-03-28,2025-04-02,Blue Dart,Delivered
1209,,,XpressBees,Pending
1210,2024-10-22,2024-10-26,DTDC,Delivered
1211,2023-07-07,2023-07-09,Ekart,Delivered
1212,2025-01-01,2025-01-07,DTDC,Delivered
1213,,,XpressBees,Pending
1214,2025-01-30,2025-02-01,Delhivery,Delivered
1215,2025-02-26,2025-03-02,Ekart,Delivered
1216,2023-04-19,2023-04-22,XpressBees,Delivered
1217,,,Ecom Express,Pending
1218,2025-05-24,2025-05-30,DTDC,Delivered
1219,2023-07-01,2023-07-05,DTDC,Delivered
1220,2025-04-01,2025-04-05,Delhivery,Delivered
1221,2024-03-16,,Ekart,In Transit
1222,2023-02-03,2023-02-05,DTDC,Delivered
1223,,,Delhivery,Pending
1224,2024-04-05,2024-04-09,DTDC,Delivered
1225,2024-10-07,2024-10-11,Blue Dart,Delivered
1226,2023-11-16,2023-11-18,Blue Dart,Delivered
1227,2023-03-05,2023-03-12,Ecom Express,Delivered
1228,,,Delhivery,Pending
1229,2023-01-07,2023-01-10,Ecom Express,Delivered
1230,2024-01-05,2024-01-08,XpressBees,Delivered
1231,2025-04-07,2025-04-10,Ecom Express,Delivered
1232,2023-07-26,2023-07-29,Blue Dart,Delivered
1233,2024-04-06,2024-04-13,Ekart,Delivered
1234,2024-03-27,,Ekart,In Transit
1235,2024-04-02,2024-04-07,XpressBees,Delivered
1236,,,XpressBees,Pending
1237,2023-01-07,2023-01-09,DTDC,Delivered
1238,2023-03-15,2023-03-19,Delhivery,Delivered
1239,2024-06-15,2024-06-21,Delhivery,Delivered
1240,,,XpressBees,Pending
1241,2024-02-19,2024-02-24,Delhivery,Delivered
1242,,,Blue Dart,Pending
1243,2023-07-31,2023-08-06,Delhivery,Delivered
1244,,,Blue Dart,Pending
1245,,,XpressBees,Pending
1246,2025-04-08,2025-04-13,Ecom Express,Delivered
1247,,,XpressBees,Pending
1248,2024-01-26,2024-01-28,Ekart,Delivered
1249,2025-03-13,2025-03-16,Delhivery,Delivered
1250,2023-07-20,2023-07-26,Ekart,Delivered
1251,2024-09-05,2024-09-08,XpressBees,Delivered
1252,2023-08-20,2023-08-26,Ecom Express,Delivered
1253,,,Delhivery,Pending
1254,,,Ekart,Pending
1255,2023-06-07,,Ekart,In Transit
1256,2023-07-24,2023-07-27,Delhivery,Delivered
1257,2023-05-03,2023-05-07,Ekart,Delivered
1258,2024-02-25,2024-03-01,XpressBees,Delivered
1259,2024-07-12,2024-07-15,Ecom Express,Delivered
1260,2024-03-09,2024-03-13,Blue Dart,Delivered
1261,2023-05-10,2023-05-15,Delhivery,Delivered
1262,2023-01-01,2023-01-03,Ekart,Delivered
1263,2023-01-25,,XpressBees,In Transit
1264,2025-05-05,2025-05-12,Blue Dart,Delivered
1265,2023-03-18,2023-03-20,Blue Dart,Delivered
1266,2023-12-25,2023-12-27,Ecom Express,Delivered
1267,2025-03-29,,Ekart,In Transit
1268,,,Ekart,Pending
1269,2024-06-29,2024-07-03,Delhivery,Delivered
1270,2023-06-30,2023-07-03,DTDC,Delivered
1271,2025-02-14,2025-02-17,Ekart,Delivered
1272,2023-08-05,2023-08-12,Delhivery,Delivered
1273,2023-09-29,2023-10-01,XpressBees,Delivered
1274,,,DTDC,Pending
1275,2023-02-17,2023-02-21,DTDC,Delivered
1276,2023-06-28,2023-07-02,Ekart,Delivered
1277,2024-06-27,2024-06-30,DTDC,Delivered
1278,2023-08-15,2023-08-22,XpressBees,Delivered
1279,2025-05-12,2025-05-19,Delhivery,Delivered
1280,,,Delhivery,Pending
1281,2023-03-17,,Blue Dart,In Transit
1282,,,Ecom Express,Pending
1283,2025-01-22,2025-01-28,Blue Dart,Delivered
1284,2023-01-07,2023-01-09,Ekart,Delivered
1285,2024-04-03,2024-04-09,Ekart,Delivered
1286,2025-01-15,2025-01-17,Delhivery,Delivered
1287,2024-01-04,2024-01-08,XpressBees,Delivered
1288,2023-07-30,2023-08-06,XpressBees,Delivered
1289,,,DTDC,Pending
1290,2024-07-05,,Ekart,In Transit
1291,2024-09-10,2024-09-14,XpressBees,Delivered
1292,2024-07-10,2024-07-15,Delhivery,Delivered
1293,,,XpressBees,Pending
1294,2025-01-31,,Blue Dart,In Transit
1295,2024-01-03,,Blue Dart,In Transit
1296,2023-04-09,,DTDC,In Transit
1297,2024-07-22,2024-07-25,Ekart,Delivered
1298,2024-04-18,,Blue Dart,In Transit
1299,,,Delhivery,Pending
1300,2023-10-31,2023-11-04,Ekart,Delivered
1301,2024-04-07,2024-04-12,XpressBees,Delivered
1302,2023-06-05,2023-06-09,Ecom Express,Delivered
1303,2024-05-13,2024-05-18,DTDC,Delivered
1304,2023-03-24,,Delhivery,In Transit
1305,2023-05-19,,XpressBees,In Transit
1306,2024-04-15,2024-04-22,Ecom Express,Delivered
1307,2024-09-18,,XpressBees,In Transit
1308,2023-05-30,2023-06-02,XpressBees,Delivered
1309,2023-06-06,2023-06-12,Ecom Express,Delivered
1310,2025-04-09,,Delhivery,In Transit
1311,2023-05-21,2023-05-25,XpressBees,Delivered
1312,2024-07-19,2024-07-22,Ekart,Delivered
1313,2023-04-18,2023-04-22,Blue Dart,Delivered
1314,2024-04-04,,DTDC,In Transit
1315,2023-10-31,2023-11-02,Ekart,Delivered
1316,2025-04-03,2025-04-10,Ekart,Delivered
1317,2025-01-08,2025-01-11,Delhivery,Delivered
1318,2025-02-21,2025-02-25,Blue Dart,Delivered
1319,,,XpressBees,Pending
1320,2024-06-17,2024-06-19,Blue Dart,Delivered
1321,2023-03-25,2023-03-28,Blue Dart,Delivered
1322,2025-05-11,2025-05-16,XpressBees,Delivered
1323,2023-04-27,2023-05-01,Ekart,Delivered
1324,,,DTDC,Pending
1325,2025-01-14,2025-01-18,Delhivery,Delivered
1326,2023-04-12,2023-04-17,DTDC,Delivered
1327,2023-03-20,2023-03-24,Delhivery,Delivered
1328,2024-02-24,,Delhivery,In Transit
1329,2024-02-16,2024-02-22,XpressBees,Delivered
1330,2024-09-20,2024-09-22,Blue Dart,Delivered
1331,2023-02-20,2023-02-23,Delhivery,Delivered
1332,2023-03-19,2023-03-23,DTDC,Delivered
1333,2023-05-15,2023-05-20,Ecom Express,Delivered
1334,2023-10-14,2023-10-21,DTDC,Delivered
1335,2024-11-03,2024-11-10,Delhivery,Delivered
1336,2023-01-29,2023-02-02,Blue Dart,Delivered
1337,2024-09-05,,Blue Dart,In Transit
1338,,,Ekart,Pending
1339,2024-10-19,2024-10-24,Ekart,Delivered
1340,2024-04-08,2024-04-10,Delhivery,Delivered
1341,,,Delhivery,Pending
1342,2024-07-10,2024-07-14,XpressBees,Delivered
1343,2025-01-02,2025-01-06,Ekart,Delivered
1344,2023-05-03,2023-05-07,Ekart,Delivered
1345,2024-03-09,,Delhivery,In Transit
1346,2024-12-24,2024-12-26,DTDC,Delivered
1347,2025-01-27,2025-01-29,DTDC,Delivered
1348,2023-03-21,2023-03-23,Ekart,Delivered
1349,2024-09-14,2024-09-19,Blue Dart,Delivered
1350,2024-03-04,2024-03-09,XpressBees,Delivered
1351,2023-02-11,2023-02-14,Blue Dart,Delivered
1352,2024-08-17,2024-08-22,Delhivery,Delivered
1353,2023-06-28,2023-07-03,XpressBees,Delivered
1354,2023-04-03,2023-04-08,Blue Dart,Delivered
1355,2024-11-29,2024-12-04,DTDC,Delivered
1356,2023-08-15,2023-08-18,XpressBees,Delivered
1357,2024-05-30,2024-06-01,XpressBees,Delivered
1358,2023-01-13,2023-01-15,Delhivery,Delivered
1359,2024-08-11,2024-08-16,Ekart,Delivered
1360,2024-04-06,,Ecom Express,In Transit
1361,,,Ecom Express,Pending
1362,2023-02-19,2023-02-21,Ekart,Delivered
1363,2023-12-30,2024-01-05,Blue Dart,Delivered
1364,2023-03-14,2023-03-16,XpressBees,Delivered
1365,2025-06-10,2025-06-14,XpressBees,Delivered
1366,2025-05-04,2025-05-08,Ekart,Delivered
1367,2023-10-08,2023-10-12,Ekart,Delivered
1368,2024-09-04,2024-09-10,Blue Dart,Delivered
1369,,,Blue Dart,Pending
1370,2024-08-31,2024-09-06,DTDC,Delivered
1371,2023-09-04,2023-09-09,XpressBees,Delivered
1372,2025-02-03,2025-02-05,Ekart,Delivered
1373,2024-04-12,,DTDC,In Transit
1374,2024-02-25,2024-03-03,Blue Dart,Delivered
1375,2024-12-22,2024-12-24,Blue Dart,Delivered
1376,2023-03-14,,Blue Dart,In Transit
1377,2023-03-17,2023-03-23,Ecom Express,Delivered
1378,2024-07-07,2024-07-11,Ecom Express,Delivered
1379,2023-10-18,2023-10-25,Ekart,Delivered
1380,2024-11-24,2024-11-29,Ekart,Delivered
1381,2024-04-08,2024-04-12,XpressBees,Delivered
1382,2023-12-08,2023-12-12,DTDC,Delivered
1383,2024-03-25,2024-03-31,Ekart,Delivered
1384,2023-08-03,2023-08-07,Ekart,Delivered
1385,2023-07-04,2023-07-07,XpressBees,Delivered
1386,2023-11-13,,Blue Dart,In Transit
1387,2023-10-01,,Delhivery,In Transit
1388,2024-03-07,,Blue Dart,In Transit
1389,2025-05-17,,Ecom Express,In Transit
1390,2023-01-19,2023-01-23,Ekart,Delivered
1391,2024-06-12,2024-06-17,XpressBees,Delivered
1392,2024-06-01,2024-06-03,Ekart,Delivered
1393,2024-01-07,2024-01-09,DTDC,Delivered
1394,2024-08-03,,Delhivery,In Transit
1395,2023-10-10,2023-10-13,Blue Dart,Delivered
1396,2024-03-24,2024-03-29,XpressBees,Delivered
1397,2024-12-24,2024-12-26,Blue Dart,Delivered
1398,2023-12-08,2023-12-13,Ecom Express,Delivered
1399,,,Delhivery,Pending
1400,2025-04-17,,Delhivery,In Transit
1401,2023-12-19,2023-12-24,Ekart,Delivered
1402,,,Ecom Express,Pending
1403,,,XpressBees,Pending
1404,2024-06-14,,Ekart,In Transit
1405,2023-08-12,2023-08-19,XpressBees,Delivered
1406,2024-11-25,,Blue Dart,In Transit
1407,2024-05-14,2024-05-19,Ecom Express,Delivered
1408,2025-02-17,,Blue Dart,In Transit
1409,2024-11-04,2024-11-06,Ekart,Delivered
1410,2023-12-25,2023-12-31,DTDC,Delivered
1411,2025-03-01,,Delhivery,In Transit
1412,,,Ekart,Pending
1413,2024-10-01,2024-10-04,XpressBees,Delivered
1414,2023-09-09,2023-09-15,XpressBees,Delivered
1415,2023-01-07,,DTDC,In Transit
1416,,,DTDC,Pending
1417,2024-11-29,2024-12-04,DTDC,Delivered
1418,2024-08-12,2024-08-19,Ecom Express,Delivered
1419,2023-07-12,2023-07-14,Ekart,Delivered
1420,2025-01-12,,XpressBees,In Transit
1421,2025-02-28,,DTDC,In Transit
1422,,,Ecom Express,Pending
1423,2024-12-23,2024-12-28,DTDC,Delivered
1424,2023-09-27,2023-10-01,DTDC,Delivered
1425,,,Ecom Express,Pending
1426,2024-11-27,2024-11-29,Ekart,Delivered
1427,2024-02-16,2024-02-20,Delhivery,Delivered
1428,2024-12-06,2024-12-11,XpressBees,Delivered
1429,2023-10-06,,Delhivery,In Transit
1430,2023-10-22,,Ekart,In Transit
1431,2023-04-14,2023-04-19,Delhivery,Delivered
1432,2023-12-10,2023-12-15,XpressBees,Delivered
1433,2023-06-26,2023-06-30,Ecom Express,Delivered
1434,2023-10-03,2023-10-06,XpressBees,Delivered
1435,2023-03-28,2023-04-03,Ekart,Delivered
1436,2024-01-12,2024-01-19,Blue Dart,Delivered
1437,2024-09-01,,XpressBees,In Transit
1438,2023-07-16,2023-07-20,Blue Dart,Delivered
1439,,,XpressBees,Pending
1440,2023-07-23,2023-07-27,Delhivery,Delivered
1441,2023-03-03,,Ecom Express,In Transit
1442,2024-01-06,2024-01-08,Delhivery,Delivered
1443,2025-01-05,2025-01-12,Blue Dart,Delivered
1444,2025-01-12,,Delhivery,In Transit
1445,2023-04-09,,Delhivery,In Transit
1446,2025-01-23,2025-01-25,XpressBees,Delivered
1447,2023-02-24,,XpressBees,In Transit
1448,2024-01-20,2024-01-26,DTDC,Delivered
1449,2023-03-06,2023-03-10,Ekart,Delivered
1450,2023-12-26,2023-12-30,DTDC,Delivered
1451,2023-06-30,2023-07-02,Delhivery,Delivered
1452,2023-09-17,,XpressBees,In Transit
1453,2024-03-22,2024-03-26,Delhivery,Delivered
1454,2023-06-04,2023-06-07,Ecom Express,Delivered
1455,2023-10-24,2023-10-28,DTDC,Delivered
1456,2024-05-09,2024-05-14,Ekart,Delivered
1457,2023-05-31,2023-06-03,XpressBees,Delivered
1458,2024-07-26,2024-08-01,DTDC,Delivered
1459,2024-10-16,,Blue Dart,In Transit
1460,2024-07-20,2024-07-27,Blue Dart,Delivered
1461,2023-01-21,2023-01-25,Ecom Express,Delivered
1462,2023-09-15,2023-09-19,Delhivery,Delivered
1463,2024-12-17,2024-12-21,Blue Dart,Delivered
1464,,,Ekart,Pending
1465,2025-01-19,2025-01-23,Ekart,Delivered
1466,2023-09-03,2023-09-09,Ecom Express,Delivered
1467,2024-06-06,,DTDC,In Transit
1468,,,XpressBees,Pending
1469,2025-05-11,2025-05-15,Delhivery,Delivered
1470,2025-04-19,2025-04-24,XpressBees,Delivered
1471,2023-06-10,,DTDC,In Transit
1472,2024-01-14,2024-01-16,XpressBees,Delivered
1473,2024-07-02,2024-07-05,DTDC,Delivered
1474,,,DTDC,Pending
1475,2023-10-22,2023-10-28,Blue Dart,Delivered
1476,2024-08-24,,Blue Dart,In Transit
1477,2024-06-15,,XpressBees,In Transit
1478,2024-05-22,,DTDC,In Transit
1479,2023-05-01,2023-05-04,Ekart,Delivered
1480,2023-09-23,2023-09-28,Ekart,Delivered
1481,2024-10-05,2024-10-11,Ekart,Delivered
1482,2023-03-03,2023-03-09,XpressBees,Delivered
1483,2025-03-16,2025-03-23,Ecom Express,Delivered
1484,2023-12-06,2023-12-08,Blue Dart,Delivered
1485,2023-02-12,2023-02-18,Ecom Express,Delivered
1486,2025-01-20,2025-01-25,Ekart,Delivered
1487,2024-03-24,2024-03-30,Delhivery,Delivered
1488,2024-08-19,2024-08-22,Delhivery,Delivered
1489,2023-01-01,,DTDC,In Transit
1490,2024-12-19,2024-12-21,DTDC,Delivered
1491,2024-01-16,2024-01-22,XpressBees,Delivered
1492,2024-07-31,2024-08-03,Ekart,Delivered
1493,2025-06-16,2025-06-20,Ecom Express,Delivered
1494,2025-04-20,,Delhivery,In Transit
1495,2023-04-12,2023-04-14,DTDC,Delivered
1496,2025-03-12,2025-03-17,Delhivery,Delivered
1497,2024-02-10,2024-02-17,Delhivery,Delivered
1498,2023-09-21,,Ecom Express,In Transit
1499,2024-10-21,2024-10-28,XpressBees,Delivered
1500,2024-07-27,2024-07-31,DTDC,Delivered
1501,2023-02-04,2023-02-07,Ekart,Delivered
1502,2024-08-21,2024-08-27,Ekart,Delivered
1503,2024-12-07,2024-12-12,XpressBees,Delivered
1504,2025-04-26,2025-04-29,Blue Dart,Delivered
1505,2024-03-24,2024-03-31,DTDC,Delivered
1506,,,XpressBees,Pending
1507,2024-02-19,2024-02-25,XpressBees,Delivered
1508,,,Delhivery,Pending
1509,,,Delhivery,Pending
1510,2023-02-18,2023-02-25,Ecom Express,Delivered
1511,2023-09-24,2023-09-28,XpressBees,Delivered
1512,2023-07-02,,Delhivery,In Transit
1513,,,Delhivery,Pending
1514,2024-05-30,2024-06-03,XpressBees,Delivered
1515,2024-06-21,2024-06-24,DTDC,Delivered
1516,2025-03-10,2025-03-16,Ekart,Delivered
1517,2025-01-29,2025-02-03,Blue Dart,Delivered
1518,,,XpressBees,Pending
1519,2025-04-17,2025-04-22,Blue Dart,Delivered
1520,2023-06-26,2023-06-28,XpressBees,Delivered
1521,2024-01-26,2024-01-29,Ekart,Delivered
1522,2024-10-23,2024-10-25,Ecom Express,Delivered
1523,2023-11-11,2023-11-14,Delhivery,Delivered
1524,2024-04-06,,Delhivery,In Transit
1525,2024-09-15,2024-09-18,DTDC,Delivered
1526,2024-10-08,2024-10-14,XpressBees,Delivered
1527,2025-02-07,2025-02-13,Blue Dart,Delivered
1528,2023-09-27,2023-10-03,Blue Dart,Delivered
1529,2023-09-07,2023-09-09,Ekart,Delivered
1530,2023-02-01,,Ecom Express,In Transit
1531,2023-05-22,,XpressBees,In Transit
1532,,,XpressBees,Pending
1533,2023-04-13,2023-04-20,Ekart,Delivered
1534,,,DTDC,Pending
1535,,,Delhivery,Pending
1536,2023-12-14,2023-12-19,Delhivery,Delivered
1537,2024-10-25,2024-10-31,Blue Dart,Delivered
1538,2024-01-06,2024-01-12,Blue Dart,Delivered
1539,,,Ekart,Pending
1540,2024-06-30,2024-07-03,XpressBees,Delivered
1541,2024-12-27,,Delhivery,In Transit
1542,2025-05-14,2025-05-21,XpressBees,Delivered
1543,2023-12-12,2023-12-15,DTDC,Delivered
1544,2023-01-27,2023-01-30,Blue Dart,Delivered
1545,2025-04-12,2025-04-15,Delhivery,Delivered
1546,2023-06-29,2023-07-03,Blue Dart,Delivered
1547,2025-05-09,2025-05-14,DTDC,Delivered
1548,2023-03-24,,XpressBees,In Transit
1549,2024-09-09,2024-09-16,XpressBees,Delivered
1550,,,Delhivery,Pending
1551,2023-05-11,2023-05-16,Blue Dart,Delivered
1552,,,Delhivery,Pending
1553,,,DTDC,Pending
1554,2023-03-28,,Ecom Express,In Transit
1555,2024-01-02,2024-01-05,XpressBees,Delivered
1556,2023-06-15,2023-06-17,Ecom Express,Delivered
1557,2023-07-14,2023-07-17,Ekart,Delivered
1558,2024-06-01,2024-06-08,Blue Dart,Delivered
1559,2024-07-26,2024-07-29,Delhivery,Delivered
1560,2024-03-10,2024-03-17,Ecom Express,Delivered
1561,2025-02-14,,Ekart,In Transit
1562,2025-04-17,,Ekart,In Transit
1563,2023-04-18,,Blue Dart,In Transit
1564,2024-02-20,,DTDC,In Transit
1565,2023-03-10,,Blue Dart,In Transit
1566,2024-01-26,2024-02-01,DTDC,Delivered
1567,2023-05-08,2023-05-10,XpressBees,Delivered
1568,2023-11-11,2023-11-13,XpressBees,Delivered
1569,2025-04-11,2025-04-14,XpressBees,Delivered
1570,2024-10-17,2024-10-19,DTDC,Delivered
1571,,,Ekart,Pending
1572,,,Blue Dart,Pending
1573,,,XpressBees,Pending
1574,,,Blue Dart,Pending
1575,2024-02-17,2024-02-22,Ekart,Delivered
1576,2024-11-23,2024-11-26,Ekart,Delivered
1577,2024-12-10,2024-12-12,DTDC,Delivered
1578,2024-12-04,2024-12-09,Blue Dart,Delivered
1579,2025-01-11,2025-01-15,Ekart,Delivered
1580,2023-11-22,2023-11-29,Ecom Express,Delivered
1581,2023-02-22,2023-02-26,Ekart,Delivered
1582,,,Blue Dart,Pending
1583,2025-05-17,2025-05-24,Ekart,Delivered
1584,2024-10-25,2024-11-01,Ekart,Delivered
1585,2025-03-08,2025-03-14,Delhivery,Delivered
1586,2023-06-14,2023-06-21,XpressBees,Delivered
1587,2023-07-30,2023-08-01,Ecom Express,Delivered
1588,2024-09-21,,Ecom Express,In Transit
1589,2023-05-30,2023-06-02,Blue Dart,Delivered
1590,2024-07-15,,DTDC,In Transit
1591,2025-05-26,2025-05-28,Blue Dart,Delivered
1592,2025-06-04,2025-06-10,XpressBees,Delivered
1593,2024-04-26,2024-05-01,Delhivery,Delivered
1594,2025-04-10,2025-04-14,Ecom Express,Delivered
1595,2024-11-01,2024-11-06,XpressBees,Delivered
1596,2024-08-02,2024-08-06,Blue Dart,Delivered
1597,2024-02-13,2024-02-18,Delhivery,Delivered
1598,2024-11-29,2024-12-03,DTDC,Delivered
1599,2023-09-12,2023-09-17,XpressBees,Delivered
1600,2024-10-04,2024-10-07,Ecom Express,Delivered
1601,2025-02-15,2025-02-18,Ekart,Delivered
1602,2024-09-11,,Delhivery,In Transit
1603,2025-04-03,2025-04-08,Ekart,Delivered
1604,2023-02-19,2023-02-22,Blue Dart,Delivered
1605,,,Ecom Express,Pending
1606,2025-03-21,,Ekart,In Transit
1607,2025-04-20,2025-04-22,Ekart,Delivered
1608,2023-10-14,,Ekart,In Transit
1609,2023-10-15,2023-10-21,DTDC,Delivered
1610,2023-07-04,,DTDC,In Transit
1611,2025-02-01,2025-02-03,DTDC,Delivered
1612,2024-05-25,2024-05-28,Delhivery,Delivered
1613,2023-09-27,2023-09-29,XpressBees,Delivered
1614,2024-04-03,2024-04-06,Delhivery,Delivered
1615,2023-02-11,2023-02-14,Delhivery,Delivered
1616,2023-01-02,,DTDC,In Transit
1617,2023-06-13,,Blue Dart,In Transit
1618,2024-02-22,2024-02-29,Delhivery,Delivered
1619,2024-09-08,2024-09-13,Delhivery,Delivered
1620,2025-02-09,2025-02-14,Blue Dart,Delivered
1621,2023-07-28,2023-08-03,XpressBees,Delivered
1622,2025-04-21,2025-04-27,Delhivery,Delivered
1623,2023-09-30,,XpressBees,In Transit
1624,2023-10-25,,Ecom Express,In Transit
1625,2024-11-17,2024-11-24,Ecom Express,Delivered
1626,2025-05-19,2025-05-25,Ecom Express,Delivered
1627,2025-02-14,,Delhivery,In Transit
1628,2024-02-02,,Ecom Express,In Transit
1629,2023-09-23,,Delhivery,In Transit
1630,2024-01-18,2024-01-20,Delhivery,Delivered
1631,2023-02-19,2023-02-24,Blue Dart,Delivered
1632,2025-01-14,2025-01-16,Delhivery,Delivered
1633,2023-11-19,,DTDC,In Transit
1634,2024-07-13,2024-07-20,Delhivery,Delivered
1635,2023-10-31,2023-11-04,DTDC,Delivered
1636,2025-01-22,2025-01-26,Blue Dart,Delivered
1637,2025-04-29,2025-05-03,XpressBees,Delivered
1638,2025-06-17,2025-06-24,XpressBees,Delivered
1639,2025-03-12,2025-03-14,Ecom Express,Delivered
1640,2023-08-06,2023-08-11,Ecom Express,Delivered
1641,2025-02-20,2025-02-25,Delhivery,Delivered
1642,2024-09-07,2024-09-11,DTDC,Delivered
1643,2024-11-11,2024-11-18,Ekart,Delivered
1644,2024-08-06,2024-08-12,DTDC,Delivered
1645,2023-06-13,2023-06-15,DTDC,Delivered
1646,2023-05-03,2023-05-08,Ekart,Delivered
1647,2024-06-26,,Delhivery,In Transit
1648,2023-07-18,2023-07-24,Delhivery,Delivered
1649,2023-03-22,2023-03-28,Blue Dart,Delivered
1650,2023-11-25,2023-11-28,XpressBees,Delivered
1651,2023-05-11,2023-05-18,Ecom Express,Delivered
1652,,,Blue Dart,Pending
1653,2023-08-06,2023-08-12,XpressBees,Delivered
1654,2024-05-18,2024-05-25,XpressBees,Delivered
1655,2025-06-15,2025-06-20,DTDC,Delivered
1656,2024-08-13,2024-08-16,DTDC,Delivered
1657,2025-04-27,,Blue Dart,In Transit
1658,2024-02-14,2024-02-21,Ecom Express,Delivered
1659,2023-12-11,2023-12-15,DTDC,Delivered
1660,2023-05-02,,Ekart,In Transit
1661,2024-11-18,2024-11-20,Ekart,Delivered
1662,2024-08-22,2024-08-25,Ekart,Delivered
1663,2024-09-03,,Ekart,In Transit
1664,2025-05-18,2025-05-20,XpressBees,Delivered
1665,2023-01-13,2023-01-18,Delhivery,Delivered
1666,2023-08-21,2023-08-26,DTDC,Delivered
1667,2023-08-28,2023-08-30,Ecom Express,Delivered
1668,2023-07-04,2023-07-08,DTDC,Delivered
1669,2024-09-12,,DTDC,In Transit
1670,2024-08-26,2024-08-31,Blue Dart,Delivered
1671,2024-09-21,,Ecom Express,In Transit
1672,2025-02-20,2025-02-25,Blue Dart,Delivered
1673,,,Delhivery,Pending
1674,2023-03-14,2023-03-21,Ekart,Delivered
1675,2025-01-22,2025-01-25,DTDC,Delivered
1676,2023-08-31,2023-09-03,XpressBees,Delivered
1677,2025-01-02,2025-01-09,Blue Dart,Delivered
1678,2023-01-27,2023-02-01,DTDC,Delivered
1679,2023-03-23,,Blue Dart,In Transit
1680,2023-07-21,2023-07-23,XpressBees,Delivered
1681,2023-09-05,2023-09-08,Ekart,Delivered
1682,2024-08-02,2024-08-05,XpressBees,Delivered
1683,2025-04-13,2025-04-20,Delhivery,Delivered
1684,2023-07-02,,XpressBees,In Transit
